ratio: 内存被购买比例
ram_price: 内存价格，单位：EOS/KB
eos_balance: eosio.ram 账户余额
ram_bought: 被购买的内存数量，单位：字节

ratio	ram_price	eos_balance	ram_bought
25.33%	0.0267	339218	17406643455
25.32%	0.0267	339039	17399771507
25.31%	0.0267	338860	17392899559
25.30%	0.0267	338681	17386027612
25.29%	0.0267	338501	17379155664
25.28%	0.0267	338322	17372283716
25.27%	0.0267	338143	17365411769
25.26%	0.0267	337964	17358539821
25.25%	0.0267	337785	17351667873
25.24%	0.0267	337606	17344795926
25.23%	0.0267	337427	17337923978
25.22%	0.0266	337248	17331052030
25.21%	0.0266	337070	17324180083
25.20%	0.0266	336891	17317308135
25.19%	0.0266	336712	17310436187
25.18%	0.0266	336533	17303564239
25.17%	0.0266	336355	17296692292
25.16%	0.0266	336176	17289820344
25.15%	0.0266	335998	17282948396
25.14%	0.0266	335819	17276076449
25.13%	0.0266	335641	17269204501
25.12%	0.0266	335463	17262332553
25.11%	0.0266	335284	17255460606
25.10%	0.0266	335106	17248588658
25.09%	0.0266	334928	17241716710
25.08%	0.0265	334750	17234844763
25.07%	0.0265	334571	17227972815
25.06%	0.0265	334393	17221100867
25.05%	0.0265	334215	17214228920
25.04%	0.0265	334037	17207356972
25.03%	0.0265	333859	17200485024
25.02%	0.0265	333681	17193613077
25.01%	0.0265	333504	17186741129
25.00%	0.0265	333326	17179869181
24.99%	0.0265	333148	17172997234
24.98%	0.0265	332970	17166125286
24.97%	0.0265	332793	17159253338
24.96%	0.0265	332615	17152381391
24.95%	0.0265	332437	17145509443
24.94%	0.0264	332260	17138637495
24.93%	0.0264	332083	17131765548
24.92%	0.0264	331905	17124893600
24.91%	0.0264	331728	17118021652
24.90%	0.0264	331550	17111149705
24.89%	0.0264	331373	17104277757
24.88%	0.0264	331196	17097405809
24.87%	0.0264	331019	17090533862
24.86%	0.0264	330842	17083661914
24.85%	0.0264	330664	17076789966
24.84%	0.0264	330487	17069918019
24.83%	0.0264	330310	17063046071
24.82%	0.0264	330133	17056174123
24.81%	0.0264	329957	17049302176
24.80%	0.0264	329780	17042430228
24.79%	0.0263	329603	17035558280
24.78%	0.0263	329426	17028686333
24.77%	0.0263	329249	17021814385
24.76%	0.0263	329073	17014942437
24.75%	0.0263	328896	17008070490
24.74%	0.0263	328720	17001198542
24.73%	0.0263	328543	16994326594
24.72%	0.0263	328367	16987454647
24.71%	0.0263	328190	16980582699
24.70%	0.0263	328014	16973710751
24.69%	0.0263	327837	16966838803
24.68%	0.0263	327661	16959966856
24.67%	0.0263	327485	16953094908
24.66%	0.0263	327309	16946222960
24.65%	0.0262	327132	16939351013
24.64%	0.0262	326956	16932479065
24.63%	0.0262	326780	16925607117
24.62%	0.0262	326604	16918735170
24.61%	0.0262	326428	16911863222
24.60%	0.0262	326252	16904991274
24.59%	0.0262	326077	16898119327
24.58%	0.0262	325901	16891247379
24.57%	0.0262	325725	16884375431
24.56%	0.0262	325549	16877503484
24.55%	0.0262	325374	16870631536
24.54%	0.0262	325198	16863759588
24.53%	0.0262	325022	16856887641
24.52%	0.0262	324847	16850015693
24.51%	0.0261	324671	16843143745
24.50%	0.0261	324496	16836271798
24.49%	0.0261	324320	16829399850
24.48%	0.0261	324145	16822527902
24.47%	0.0261	323970	16815655955
24.46%	0.0261	323794	16808784007
24.45%	0.0261	323619	16801912059
24.44%	0.0261	323444	16795040112
24.43%	0.0261	323269	16788168164
24.42%	0.0261	323094	16781296216
24.41%	0.0261	322919	16774424269
24.40%	0.0261	322744	16767552321
24.39%	0.0261	322569	16760680373
24.38%	0.0261	322394	16753808426
24.37%	0.0261	322219	16746936478
24.36%	0.0260	322044	16740064530
24.35%	0.0260	321870	16733192583
24.34%	0.0260	321695	16726320635
24.33%	0.0260	321520	16719448687
24.32%	0.0260	321346	16712576740
24.31%	0.0260	321171	16705704792
24.30%	0.0260	320996	16698832844
24.29%	0.0260	320822	16691960897
24.28%	0.0260	320647	16685088949
24.27%	0.0260	320473	16678217001
24.26%	0.0260	320299	16671345054
24.25%	0.0260	320124	16664473106
24.24%	0.0260	319950	16657601158
24.23%	0.0260	319776	16650729210
24.22%	0.0259	319602	16643857263
24.21%	0.0259	319428	16636985315
24.20%	0.0259	319254	16630113367
24.19%	0.0259	319080	16623241420
24.18%	0.0259	318906	16616369472
24.17%	0.0259	318732	16609497524
24.16%	0.0259	318558	16602625577
24.15%	0.0259	318384	16595753629
24.14%	0.0259	318210	16588881681
24.13%	0.0259	318036	16582009734
24.12%	0.0259	317863	16575137786
24.11%	0.0259	317689	16568265838
24.10%	0.0259	317516	16561393891
24.09%	0.0259	317342	16554521943
24.08%	0.0259	317168	16547649995
24.07%	0.0258	316995	16540778048
24.06%	0.0258	316822	16533906100
24.05%	0.0258	316648	16527034152
24.04%	0.0258	316475	16520162205
24.03%	0.0258	316302	16513290257
24.02%	0.0258	316128	16506418309
24.01%	0.0258	315955	16499546362
24.00%	0.0258	315782	16492674414
23.99%	0.0258	315609	16485802466
23.98%	0.0258	315436	16478930519
23.97%	0.0258	315263	16472058571
23.96%	0.0258	315090	16465186623
23.95%	0.0258	314917	16458314676
23.94%	0.0258	314744	16451442728
23.93%	0.0258	314571	16444570780
23.92%	0.0257	314398	16437698833
23.91%	0.0257	314226	16430826885
23.90%	0.0257	314053	16423954937
23.89%	0.0257	313880	16417082990
23.88%	0.0257	313708	16410211042
23.87%	0.0257	313535	16403339094
23.86%	0.0257	313363	16396467147
23.85%	0.0257	313190	16389595199
23.84%	0.0257	313018	16382723251
23.83%	0.0257	312845	16375851304
23.82%	0.0257	312673	16368979356
23.81%	0.0257	312501	16362107408
23.80%	0.0257	312328	16355235461
23.79%	0.0257	312156	16348363513
23.78%	0.0257	311984	16341491565
23.77%	0.0256	311812	16334619618
23.76%	0.0256	311640	16327747670
23.75%	0.0256	311468	16320875722
23.74%	0.0256	311296	16314003774
23.73%	0.0256	311124	16307131827
23.72%	0.0256	310952	16300259879
23.71%	0.0256	310780	16293387931
23.70%	0.0256	310608	16286515984
23.69%	0.0256	310437	16279644036
23.68%	0.0256	310265	16272772088
23.67%	0.0256	310093	16265900141
23.66%	0.0256	309922	16259028193
23.65%	0.0256	309750	16252156245
23.64%	0.0256	309579	16245284298
23.63%	0.0256	309407	16238412350
23.62%	0.0255	309236	16231540402
23.61%	0.0255	309064	16224668455
23.60%	0.0255	308893	16217796507
23.59%	0.0255	308722	16210924559
23.58%	0.0255	308550	16204052612
23.57%	0.0255	308379	16197180664
23.56%	0.0255	308208	16190308716
23.55%	0.0255	308037	16183436769
23.54%	0.0255	307866	16176564821
23.53%	0.0255	307695	16169692873
23.52%	0.0255	307524	16162820926
23.51%	0.0255	307353	16155948978
23.50%	0.0255	307182	16149077030
23.49%	0.0255	307011	16142205083
23.48%	0.0254	306840	16135333135
23.47%	0.0254	306670	16128461187
23.46%	0.0254	306499	16121589240
23.45%	0.0254	306328	16114717292
23.44%	0.0254	306158	16107845344
23.43%	0.0254	305987	16100973397
23.42%	0.0254	305816	16094101449
23.41%	0.0254	305646	16087229501
23.40%	0.0254	305475	16080357554
23.39%	0.0254	305305	16073485606
23.38%	0.0254	305135	16066613658
23.37%	0.0254	304964	16059741711
23.36%	0.0254	304794	16052869763
23.35%	0.0254	304624	16045997815
23.34%	0.0254	304454	16039125868
23.33%	0.0254	304284	16032253920
23.32%	0.0253	304113	16025381972
23.31%	0.0253	303943	16018510025
23.30%	0.0253	303773	16011638077
23.29%	0.0253	303603	16004766129
23.28%	0.0253	303434	15997894182
23.27%	0.0253	303264	15991022234
23.26%	0.0253	303094	15984150286
23.25%	0.0253	302924	15977278338
23.24%	0.0253	302754	15970406391
23.23%	0.0253	302585	15963534443
23.22%	0.0253	302415	15956662495
23.21%	0.0253	302245	15949790548
23.20%	0.0253	302076	15942918600
23.19%	0.0253	301906	15936046652
23.18%	0.0253	301737	15929174705
23.17%	0.0252	301567	15922302757
23.16%	0.0252	301398	15915430809
23.15%	0.0252	301229	15908558862
23.14%	0.0252	301059	15901686914
23.13%	0.0252	300890	15894814966
23.12%	0.0252	300721	15887943019
23.11%	0.0252	300552	15881071071
23.10%	0.0252	300383	15874199123
23.09%	0.0252	300213	15867327176
23.08%	0.0252	300044	15860455228
23.07%	0.0252	299875	15853583280
23.06%	0.0252	299707	15846711333
23.05%	0.0252	299538	15839839385
23.04%	0.0252	299369	15832967437
23.03%	0.0252	299200	15826095490
23.02%	0.0251	299031	15819223542
23.01%	0.0251	298862	15812351594
23.00%	0.0251	298694	15805479647
22.99%	0.0251	298525	15798607699
22.98%	0.0251	298357	15791735751
22.97%	0.0251	298188	15784863804
22.96%	0.0251	298019	15777991856
22.95%	0.0251	297851	15771119908
22.94%	0.0251	297683	15764247961
22.93%	0.0251	297514	15757376013
22.92%	0.0251	297346	15750504065
22.91%	0.0251	297178	15743632118
22.90%	0.0251	297009	15736760170
22.89%	0.0251	296841	15729888222
22.88%	0.0251	296673	15723016275
22.87%	0.0250	296505	15716144327
22.86%	0.0250	296337	15709272379
22.85%	0.0250	296169	15702400432
22.84%	0.0250	296001	15695528484
22.83%	0.0250	295833	15688656536
22.82%	0.0250	295665	15681784589
22.81%	0.0250	295497	15674912641
22.80%	0.0250	295329	15668040693
22.79%	0.0250	295161	15661168746
22.78%	0.0250	294994	15654296798
22.77%	0.0250	294826	15647424850
22.76%	0.0250	294658	15640552902
22.75%	0.0250	294491	15633680955
22.74%	0.0250	294323	15626809007
22.73%	0.0250	294156	15619937059
22.72%	0.0250	293988	15613065112
22.71%	0.0249	293821	15606193164
22.70%	0.0249	293653	15599321216
22.69%	0.0249	293486	15592449269
22.68%	0.0249	293319	15585577321
22.67%	0.0249	293152	15578705373
22.66%	0.0249	292984	15571833426
22.65%	0.0249	292817	15564961478
22.64%	0.0249	292650	15558089530
22.63%	0.0249	292483	15551217583
22.62%	0.0249	292316	15544345635
22.61%	0.0249	292149	15537473687
22.60%	0.0249	291982	15530601740
22.59%	0.0249	291815	15523729792
22.58%	0.0249	291648	15516857844
22.57%	0.0249	291482	15509985897
22.56%	0.0248	291315	15503113949
22.55%	0.0248	291148	15496242001
22.54%	0.0248	290981	15489370054
22.53%	0.0248	290815	15482498106
22.52%	0.0248	290648	15475626158
22.51%	0.0248	290482	15468754211
22.50%	0.0248	290315	15461882263
22.49%	0.0248	290149	15455010315
22.48%	0.0248	289982	15448138368
22.47%	0.0248	289816	15441266420
22.46%	0.0248	289649	15434394472
22.45%	0.0248	289483	15427522525
22.44%	0.0248	289317	15420650577
22.43%	0.0248	289151	15413778629
22.42%	0.0248	288984	15406906682
22.41%	0.0248	288818	15400034734
22.40%	0.0247	288652	15393162786
22.39%	0.0247	288486	15386290839
22.38%	0.0247	288320	15379418891
22.37%	0.0247	288154	15372546943
22.36%	0.0247	287988	15365674996
22.35%	0.0247	287822	15358803048
22.34%	0.0247	287657	15351931100
22.33%	0.0247	287491	15345059153
22.32%	0.0247	287325	15338187205
22.31%	0.0247	287159	15331315257
22.30%	0.0247	286994	15324443309
22.29%	0.0247	286828	15317571362
22.28%	0.0247	286663	15310699414
22.27%	0.0247	286497	15303827466
22.26%	0.0247	286332	15296955519
22.25%	0.0247	286166	15290083571
22.24%	0.0246	286001	15283211623
22.23%	0.0246	285835	15276339676
22.22%	0.0246	285670	15269467728
22.21%	0.0246	285505	15262595780
22.20%	0.0246	285339	15255723833
22.19%	0.0246	285174	15248851885
22.18%	0.0246	285009	15241979937
22.17%	0.0246	284844	15235107990
22.16%	0.0246	284679	15228236042
22.15%	0.0246	284514	15221364094
22.14%	0.0246	284349	15214492147
22.13%	0.0246	284184	15207620199
22.12%	0.0246	284019	15200748251
22.11%	0.0246	283854	15193876304
22.10%	0.0246	283689	15187004356
22.09%	0.0245	283525	15180132408
22.08%	0.0245	283360	15173260461
22.07%	0.0245	283195	15166388513
22.06%	0.0245	283031	15159516565
22.05%	0.0245	282866	15152644618
22.04%	0.0245	282702	15145772670
22.03%	0.0245	282537	15138900722
22.02%	0.0245	282373	15132028775
22.01%	0.0245	282208	15125156827
22.00%	0.0245	282044	15118284879
21.99%	0.0245	281879	15111412932
21.98%	0.0245	281715	15104540984
21.97%	0.0245	281551	15097669036
21.96%	0.0245	281387	15090797089
21.95%	0.0245	281222	15083925141
21.94%	0.0245	281058	15077053193
21.93%	0.0244	280894	15070181246
21.92%	0.0244	280730	15063309298
21.91%	0.0244	280566	15056437350
21.90%	0.0244	280402	15049565403
21.89%	0.0244	280238	15042693455
21.88%	0.0244	280074	15035821507
21.87%	0.0244	279911	15028949560
21.86%	0.0244	279747	15022077612
21.85%	0.0244	279583	15015205664
21.84%	0.0244	279419	15008333717
21.83%	0.0244	279256	15001461769
21.82%	0.0244	279092	14994589821
21.81%	0.0244	278928	14987717873
21.80%	0.0244	278765	14980845926
21.79%	0.0244	278601	14973973978
21.78%	0.0244	278438	14967102030
21.77%	0.0243	278274	14960230083
21.76%	0.0243	278111	14953358135
21.75%	0.0243	277948	14946486187
21.74%	0.0243	277784	14939614240
21.73%	0.0243	277621	14932742292
21.72%	0.0243	277458	14925870344
21.71%	0.0243	277295	14918998397
21.70%	0.0243	277132	14912126449
21.69%	0.0243	276969	14905254501
21.68%	0.0243	276806	14898382554
21.67%	0.0243	276643	14891510606
21.66%	0.0243	276480	14884638658
21.65%	0.0243	276317	14877766711
21.64%	0.0243	276154	14870894763
21.63%	0.0243	275991	14864022815
21.62%	0.0243	275828	14857150868
21.61%	0.0242	275665	14850278920
21.60%	0.0242	275503	14843406972
21.59%	0.0242	275340	14836535025
21.58%	0.0242	275177	14829663077
21.57%	0.0242	275015	14822791129
21.56%	0.0242	274852	14815919182
21.55%	0.0242	274690	14809047234
21.54%	0.0242	274527	14802175286
21.53%	0.0242	274365	14795303339
21.52%	0.0242	274202	14788431391
21.51%	0.0242	274040	14781559443
21.50%	0.0242	273878	14774687496
21.49%	0.0242	273716	14767815548
21.48%	0.0242	273553	14760943600
21.47%	0.0242	273391	14754071653
21.46%	0.0242	273229	14747199705
21.45%	0.0242	273067	14740327757
21.44%	0.0241	272905	14733455810
21.43%	0.0241	272743	14726583862
21.42%	0.0241	272581	14719711914
21.41%	0.0241	272419	14712839967
21.40%	0.0241	272257	14705968019
21.39%	0.0241	272095	14699096071
21.38%	0.0241	271933	14692224124
21.37%	0.0241	271772	14685352176
21.36%	0.0241	271610	14678480228
21.35%	0.0241	271448	14671608281
21.34%	0.0241	271287	14664736333
21.33%	0.0241	271125	14657864385
21.32%	0.0241	270963	14650992437
21.31%	0.0241	270802	14644120490
21.30%	0.0241	270640	14637248542
21.29%	0.0241	270479	14630376594
21.28%	0.0240	270318	14623504647
21.27%	0.0240	270156	14616632699
21.26%	0.0240	269995	14609760751
21.25%	0.0240	269834	14602888804
21.24%	0.0240	269672	14596016856
21.23%	0.0240	269511	14589144908
21.22%	0.0240	269350	14582272961
21.21%	0.0240	269189	14575401013
21.20%	0.0240	269028	14568529065
21.19%	0.0240	268867	14561657118
21.18%	0.0240	268706	14554785170
21.17%	0.0240	268545	14547913222
21.16%	0.0240	268384	14541041275
21.15%	0.0240	268223	14534169327
21.14%	0.0240	268062	14527297379
21.13%	0.0240	267902	14520425432
21.12%	0.0239	267741	14513553484
21.11%	0.0239	267580	14506681536
21.10%	0.0239	267420	14499809589
21.09%	0.0239	267259	14492937641
21.08%	0.0239	267098	14486065693
21.07%	0.0239	266938	14479193746
21.06%	0.0239	266777	14472321798
21.05%	0.0239	266617	14465449850
21.04%	0.0239	266456	14458577903
21.03%	0.0239	266296	14451705955
21.02%	0.0239	266136	14444834007
21.01%	0.0239	265975	14437962060
21.00%	0.0239	265815	14431090112
20.99%	0.0239	265655	14424218164
20.98%	0.0239	265495	14417346217
20.97%	0.0239	265335	14410474269
20.96%	0.0239	265175	14403602321
20.95%	0.0238	265015	14396730374
20.94%	0.0238	264855	14389858426
20.93%	0.0238	264695	14382986478
20.92%	0.0238	264535	14376114531
20.91%	0.0238	264375	14369242583
20.90%	0.0238	264215	14362370635
20.89%	0.0238	264055	14355498688
20.88%	0.0238	263895	14348626740
20.87%	0.0238	263736	14341754792
20.86%	0.0238	263576	14334882844
20.85%	0.0238	263416	14328010897
20.84%	0.0238	263257	14321138949
20.83%	0.0238	263097	14314267001
20.82%	0.0238	262938	14307395054
20.81%	0.0238	262778	14300523106
20.80%	0.0238	262619	14293651158
20.79%	0.0238	262459	14286779211
20.78%	0.0237	262300	14279907263
20.77%	0.0237	262141	14273035315
20.76%	0.0237	261981	14266163368
20.75%	0.0237	261822	14259291420
20.74%	0.0237	261663	14252419472
20.73%	0.0237	261504	14245547525
20.72%	0.0237	261345	14238675577
20.71%	0.0237	261186	14231803629
20.70%	0.0237	261026	14224931682
20.69%	0.0237	260867	14218059734
20.68%	0.0237	260709	14211187786
20.67%	0.0237	260550	14204315839
20.66%	0.0237	260391	14197443891
20.65%	0.0237	260232	14190571943
20.64%	0.0237	260073	14183699996
20.63%	0.0237	259914	14176828048
20.62%	0.0236	259756	14169956100
20.61%	0.0236	259597	14163084153
20.60%	0.0236	259438	14156212205
20.59%	0.0236	259280	14149340257
20.58%	0.0236	259121	14142468310
20.57%	0.0236	258963	14135596362
20.56%	0.0236	258804	14128724414
20.55%	0.0236	258646	14121852467
20.54%	0.0236	258487	14114980519
20.53%	0.0236	258329	14108108571
20.52%	0.0236	258171	14101236624
20.51%	0.0236	258012	14094364676
20.50%	0.0236	257854	14087492728
20.49%	0.0236	257696	14080620781
20.48%	0.0236	257538	14073748833
20.47%	0.0236	257380	14066876885
20.46%	0.0236	257221	14060004938
20.45%	0.0235	257063	14053132990
20.44%	0.0235	256905	14046261042
20.43%	0.0235	256747	14039389095
20.42%	0.0235	256590	14032517147
20.41%	0.0235	256432	14025645199
20.40%	0.0235	256274	14018773252
20.39%	0.0235	256116	14011901304
20.38%	0.0235	255958	14005029356
20.37%	0.0235	255801	13998157408
20.36%	0.0235	255643	13991285461
20.35%	0.0235	255485	13984413513
20.34%	0.0235	255328	13977541565
20.33%	0.0235	255170	13970669618
20.32%	0.0235	255012	13963797670
20.31%	0.0235	254855	13956925722
20.30%	0.0235	254698	13950053775
20.29%	0.0235	254540	13943181827
20.28%	0.0234	254383	13936309879
20.27%	0.0234	254225	13929437932
20.26%	0.0234	254068	13922565984
20.25%	0.0234	253911	13915694036
20.24%	0.0234	253754	13908822089
20.23%	0.0234	253597	13901950141
20.22%	0.0234	253439	13895078193
20.21%	0.0234	253282	13888206246
20.20%	0.0234	253125	13881334298
20.19%	0.0234	252968	13874462350
20.18%	0.0234	252811	13867590403
20.17%	0.0234	252654	13860718455
20.16%	0.0234	252497	13853846507
20.15%	0.0234	252341	13846974560
20.14%	0.0234	252184	13840102612
20.13%	0.0234	252027	13833230664
20.12%	0.0234	251870	13826358717
20.11%	0.0233	251714	13819486769
20.10%	0.0233	251557	13812614821
20.09%	0.0233	251400	13805742874
20.08%	0.0233	251244	13798870926
20.07%	0.0233	251087	13791998978
20.06%	0.0233	250931	13785127031
20.05%	0.0233	250774	13778255083
20.04%	0.0233	250618	13771383135
20.03%	0.0233	250461	13764511188
20.02%	0.0233	250305	13757639240
20.01%	0.0233	250149	13750767292
20.00%	0.0233	249992	13743895345
19.99%	0.0233	249836	13737023397
19.98%	0.0233	249680	13730151449
19.97%	0.0233	249524	13723279502
19.96%	0.0233	249368	13716407554
19.95%	0.0233	249212	13709535606
19.94%	0.0232	249056	13702663659
19.93%	0.0232	248900	13695791711
19.92%	0.0232	248744	13688919763
19.91%	0.0232	248588	13682047816
19.90%	0.0232	248432	13675175868
19.89%	0.0232	248276	13668303920
19.88%	0.0232	248120	13661431972
19.87%	0.0232	247964	13654560025
19.86%	0.0232	247809	13647688077
19.85%	0.0232	247653	13640816129
19.84%	0.0232	247497	13633944182
19.83%	0.0232	247342	13627072234
19.82%	0.0232	247186	13620200286
19.81%	0.0232	247031	13613328339
19.80%	0.0232	246875	13606456391
19.79%	0.0232	246720	13599584443
19.78%	0.0232	246564	13592712496
19.77%	0.0232	246409	13585840548
19.76%	0.0231	246254	13578968600
19.75%	0.0231	246098	13572096653
19.74%	0.0231	245943	13565224705
19.73%	0.0231	245788	13558352757
19.72%	0.0231	245633	13551480810
19.71%	0.0231	245478	13544608862
19.70%	0.0231	245322	13537736914
19.69%	0.0231	245167	13530864967
19.68%	0.0231	245012	13523993019
19.67%	0.0231	244857	13517121071
19.66%	0.0231	244702	13510249124
19.65%	0.0231	244547	13503377176
19.64%	0.0231	244393	13496505228
19.63%	0.0231	244238	13489633281
19.62%	0.0231	244083	13482761333
19.61%	0.0231	243928	13475889385
19.60%	0.0231	243774	13469017438
19.59%	0.0230	243619	13462145490
19.58%	0.0230	243464	13455273542
19.57%	0.0230	243310	13448401595
19.56%	0.0230	243155	13441529647
19.55%	0.0230	243000	13434657699
19.54%	0.0230	242846	13427785752
19.53%	0.0230	242692	13420913804
19.52%	0.0230	242537	13414041856
19.51%	0.0230	242383	13407169909
19.50%	0.0230	242228	13400297961
19.49%	0.0230	242074	13393426013
19.48%	0.0230	241920	13386554066
19.47%	0.0230	241766	13379682118
19.46%	0.0230	241611	13372810170
19.45%	0.0230	241457	13365938223
19.44%	0.0230	241303	13359066275
19.43%	0.0230	241149	13352194327
19.42%	0.0229	240995	13345322379
19.41%	0.0229	240841	13338450432
19.40%	0.0229	240687	13331578484
19.39%	0.0229	240533	13324706536
19.38%	0.0229	240379	13317834589
19.37%	0.0229	240226	13310962641
19.36%	0.0229	240072	13304090693
19.35%	0.0229	239918	13297218746
19.34%	0.0229	239764	13290346798
19.33%	0.0229	239611	13283474850
19.32%	0.0229	239457	13276602903
19.31%	0.0229	239303	13269730955
19.30%	0.0229	239150	13262859007
19.29%	0.0229	238996	13255987060
19.28%	0.0229	238843	13249115112
19.27%	0.0229	238689	13242243164
19.26%	0.0229	238536	13235371217
19.25%	0.0229	238383	13228499269
19.24%	0.0228	238229	13221627321
19.23%	0.0228	238076	13214755374
19.22%	0.0228	237923	13207883426
19.21%	0.0228	237769	13201011478
19.20%	0.0228	237616	13194139531
19.19%	0.0228	237463	13187267583
19.18%	0.0228	237310	13180395635
19.17%	0.0228	237157	13173523688
19.16%	0.0228	237004	13166651740
19.15%	0.0228	236851	13159779792
19.14%	0.0228	236698	13152907845
19.13%	0.0228	236545	13146035897
19.12%	0.0228	236392	13139163949
19.11%	0.0228	236239	13132292002
19.10%	0.0228	236086	13125420054
19.09%	0.0228	235934	13118548106
19.08%	0.0228	235781	13111676159
19.07%	0.0228	235628	13104804211
19.06%	0.0227	235475	13097932263
19.05%	0.0227	235323	13091060316
19.04%	0.0227	235170	13084188368
19.03%	0.0227	235018	13077316420
19.02%	0.0227	234865	13070444473
19.01%	0.0227	234713	13063572525
19.00%	0.0227	234560	13056700577
18.99%	0.0227	234408	13049828630
18.98%	0.0227	234256	13042956682
18.97%	0.0227	234103	13036084734
18.96%	0.0227	233951	13029212787
18.95%	0.0227	233799	13022340839
18.94%	0.0227	233646	13015468891
18.93%	0.0227	233494	13008596943
18.92%	0.0227	233342	13001724996
18.91%	0.0227	233190	12994853048
18.90%	0.0227	233038	12987981100
18.89%	0.0227	232886	12981109153
18.88%	0.0226	232734	12974237205
18.87%	0.0226	232582	12967365257
18.86%	0.0226	232430	12960493310
18.85%	0.0226	232278	12953621362
18.84%	0.0226	232126	12946749414
18.83%	0.0226	231975	12939877467
18.82%	0.0226	231823	12933005519
18.81%	0.0226	231671	12926133571
18.80%	0.0226	231519	12919261624
18.79%	0.0226	231368	12912389676
18.78%	0.0226	231216	12905517728
18.77%	0.0226	231065	12898645781
18.76%	0.0226	230913	12891773833
18.75%	0.0226	230762	12884901885
18.74%	0.0226	230610	12878029938
18.73%	0.0226	230459	12871157990
18.72%	0.0226	230307	12864286042
18.71%	0.0226	230156	12857414095
18.70%	0.0225	230005	12850542147
18.69%	0.0225	229853	12843670199
18.68%	0.0225	229702	12836798252
18.67%	0.0225	229551	12829926304
18.66%	0.0225	229400	12823054356
18.65%	0.0225	229249	12816182409
18.64%	0.0225	229098	12809310461
18.63%	0.0225	228947	12802438513
18.62%	0.0225	228796	12795566566
18.61%	0.0225	228645	12788694618
18.60%	0.0225	228494	12781822670
18.59%	0.0225	228343	12774950723
18.58%	0.0225	228192	12768078775
18.57%	0.0225	228041	12761206827
18.56%	0.0225	227890	12754334880
18.55%	0.0225	227739	12747462932
18.54%	0.0225	227589	12740590984
18.53%	0.0225	227438	12733719037
18.52%	0.0224	227287	12726847089
18.51%	0.0224	227137	12719975141
18.50%	0.0224	226986	12713103194
18.49%	0.0224	226836	12706231246
18.48%	0.0224	226685	12699359298
18.47%	0.0224	226535	12692487351
18.46%	0.0224	226384	12685615403
18.45%	0.0224	226234	12678743455
18.44%	0.0224	226084	12671871507
18.43%	0.0224	225933	12664999560
18.42%	0.0224	225783	12658127612
18.41%	0.0224	225633	12651255664
18.40%	0.0224	225483	12644383717
18.39%	0.0224	225332	12637511769
18.38%	0.0224	225182	12630639821
18.37%	0.0224	225032	12623767874
18.36%	0.0224	224882	12616895926
18.35%	0.0224	224732	12610023978
18.34%	0.0223	224582	12603152031
18.33%	0.0223	224432	12596280083
18.32%	0.0223	224282	12589408135
18.31%	0.0223	224132	12582536188
18.30%	0.0223	223983	12575664240
18.29%	0.0223	223833	12568792292
18.28%	0.0223	223683	12561920345
18.27%	0.0223	223533	12555048397
18.26%	0.0223	223384	12548176449
18.25%	0.0223	223234	12541304502
18.24%	0.0223	223084	12534432554
18.23%	0.0223	222935	12527560606
18.22%	0.0223	222785	12520688659
18.21%	0.0223	222636	12513816711
18.20%	0.0223	222486	12506944763
18.19%	0.0223	222337	12500072816
18.18%	0.0223	222187	12493200868
18.17%	0.0223	222038	12486328920
18.16%	0.0222	221889	12479456973
18.15%	0.0222	221739	12472585025
18.14%	0.0222	221590	12465713077
18.13%	0.0222	221441	12458841130
18.12%	0.0222	221292	12451969182
18.11%	0.0222	221143	12445097234
18.10%	0.0222	220994	12438225287
18.09%	0.0222	220845	12431353339
18.08%	0.0222	220696	12424481391
18.07%	0.0222	220547	12417609444
18.06%	0.0222	220398	12410737496
18.05%	0.0222	220249	12403865548
18.04%	0.0222	220100	12396993601
18.03%	0.0222	219951	12390121653
18.02%	0.0222	219802	12383249705
18.01%	0.0222	219653	12376377758
18.00%	0.0222	219505	12369505810
17.99%	0.0222	219356	12362633862
17.98%	0.0222	219207	12355761914
17.97%	0.0221	219059	12348889967
17.96%	0.0221	218910	12342018019
17.95%	0.0221	218761	12335146071
17.94%	0.0221	218613	12328274124
17.93%	0.0221	218464	12321402176
17.92%	0.0221	218316	12314530228
17.91%	0.0221	218168	12307658281
17.90%	0.0221	218019	12300786333
17.89%	0.0221	217871	12293914385
17.88%	0.0221	217723	12287042438
17.87%	0.0221	217574	12280170490
17.86%	0.0221	217426	12273298542
17.85%	0.0221	217278	12266426595
17.84%	0.0221	217130	12259554647
17.83%	0.0221	216982	12252682699
17.82%	0.0221	216833	12245810752
17.81%	0.0221	216685	12238938804
17.80%	0.0221	216537	12232066856
17.79%	0.0220	216389	12225194909
17.78%	0.0220	216241	12218322961
17.77%	0.0220	216094	12211451013
17.76%	0.0220	215946	12204579066
17.75%	0.0220	215798	12197707118
17.74%	0.0220	215650	12190835170
17.73%	0.0220	215502	12183963223
17.72%	0.0220	215355	12177091275
17.71%	0.0220	215207	12170219327
17.70%	0.0220	215059	12163347380
17.69%	0.0220	214912	12156475432
17.68%	0.0220	214764	12149603484
17.67%	0.0220	214616	12142731537
17.66%	0.0220	214469	12135859589
17.65%	0.0220	214321	12128987641
17.64%	0.0220	214174	12122115694
17.63%	0.0220	214027	12115243746
17.62%	0.0220	213879	12108371798
